project_id,project_name,description,country_name,state_name,city_name,currency,budget_raw,budget_usd_clean,sector_main,project_type,is_infrastructure_project,is_megaproject,delivery_method,timestamp,timestamp_label,source,url,failed_or_problematic
1,Replace Forcemain at Bond’s Path; rehabilitate two sewer lift stations and replace water service laterals,"(1) Replacement of a section of sewer force main at Bond Road. (2) Refurbishment of two sewer lift stations to remove existing dilapidated panels and replace with new PLC/RTU control panels suitable for remote monitoring and housed in a robust, industrial-grade stainless steel enclosure. These panels will include a generator box that mates with the city’s emergency generator, to provide power in the event of an emergency. (3) Replacement of water supply branch lines in the Dunville section of the city.",Canada,Newfoundland and Labrador,Unknown,CAD,213855.85,161423.74197625,"Steel, Water Supply And Storage, Manufacturing (Industrial), Waste Processing And Treatment, Power Generation (Ccgt), Road, Metal, Government",Unknown,True,False,Unknown,2016-09-09,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
2,Geometric Safety Improvements - Removal of Channelized Right Turns,Removal of right-turn channels and islands at at least 5 intersections per year to reduce vehicle speeds and add accessible pedestrian signals at key intersections.,Canada,Ontario,Unknown,CAD,3889100.0,3889100.0,Government,Unknown,False,False,Unknown,2017-07-01,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
3,"Repairs at the Les Saules, Charlesbourg and Beauport stations","Major repair work at the Les Saules, Charlesbourg and Beauport stations: sidewalks, low walls, paving, stairs, bathrooms, drivers. This work will ensure the safety of clients and employees alike.",Canada,Quebec,Unknown,CAD,250000.0,192589.25,Government,Unknown,True,False,Unknown,2017-12-17,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
4,Accessibility Rehabilitation of Recreational Centre,The project involves making the Recreation Centre more accessible for people with disabilities. The scope of work involves renovating the washrooms and bathrooms to provide wheelchair accessibility for users with accessibility needs. The community has a population of 995 and renovations to the recreation centre would accommodate the 77 residents in the community with mobility-related disability issues.The community has a population of 995 and renovations to the recreation centre would accommodate the 77 residents in the community with mobility-related disability issues.,Canada,Ontario,Unknown,CAD,231000.0,171940.23,Government,Unknown,False,False,Unknown,2024-06-06,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
5,Edmonton Trail Hotel Development,No Description,Canada,Alberta,Calgary,CAD,2999999.0,2232989.25567,"Hotel, Mass Transit, Rail, Commercial",Unknown,True,False,Unknown,2024-05-06,publish_date,DODGE,https://www.construction.com/projects/dr-202000672767-edmonton-trail-hotel-development,0
6,St. Thomas Elgin General Hospital,"The project involved the construction of a three-storey, 106,000 square foot addition to the northwest side of the current hospital building.",Canada,Unknown,Unknown,CAD,63300000.0,57323403.9,"Commercial, Hospital, Government",Unknown,True,False,Unknown,2014-08-13,project_start_date,Infrastructre Ontario,https://www.infrastructureontario.ca/en/what-we-do/projectssearch/st.-thomas-elgin-general-hospital,0
7,Paint Lake Provincial Park WW Lift Station & Raw Water,"Rehabilitation of an existing wastewater lift station with new submersible pumps and associated site, process mechanical, electrical and automation works. Construction of a new Raw Water Intake wet well including new intake piping, intake screen, submersible pump system, and associated site, process mechanical, electrical and automation works. Details of the scope of Work required for the project are set out in the project Specifications.",Canada,Manitoba,Winnipeg,CAD,1183164.0,943722.368664,"Water Supply And Storage, Car Parking, Power Generation (Ccgt), Waste Processing And Treatment, Government, Automotive, Commercial",Unknown,True,False,Unknown,2021-02-24,publish_date,DODGE,https://www.construction.com/projects/dr-202100478888-paint-lake-provincial-park-ww-lift-station-raw-water,0
8,Le Market Condos Master Report,"D?un cote, 2 immeubles proposeront 220 unites a l?architecture originale. Au rez-de-chaussee, un basilaire lumineux comprenant une piscine, un sauna et un gym reliera les deux tours en offrant une vue degagee sur les jardins. Au toit, on retrouvera une zone lounge, un bar, un espace-yoga et une terrasse. La presence de la nature se fait sentir autant a l?exterieur, avec un superbe amenagement paysager, qu? a l?interieur ou la verdure fait partie integrante du design du decor. De l?autre cote,...",Canada,Quebec,Laval,CAD,1.0,0.797626,"Residential, Commercial, Manufacturing (Industrial)",Unknown,False,False,Unknown,2021-10-12,publish_date,DODGE,https://www.construction.com/projects/dr-201900710442-le-market-condos-master-report,0
9,2023 Winter Drain,"The work to be done under this specification consists of supplying all labour, materials, and equipment to construct the work as outlined on the drawing(s). In some Municipalities the Contractor shall supply all materials while in other Municipalities he shall supply only certain materials.",Canada,Ontario,Strathroy,CAD,110966.0,82595.32278,"Water Supply And Storage, Government, Waste Processing And Treatment, Commercial",Unknown,True,False,Unknown,2024-03-11,publish_date,DODGE,https://www.construction.com/projects/dr-202400068244-2023-winter-drain,0
10,Driveway-Parking Lots Pavement Renovations,Scope - The Work of this Contract comprises the following: .1 Parking lot replacement. .2 Parking lot mill and overlay. .3 Curb and gutters replacement. .4 Adding parking stalls. .5 Install heat trace on storm water pipes. .6 MH ring replacement and re-alignment. .7 Fire hydrant relocating.,Canada,Alberta,Leduc,CAD,1388000.0,1033130.04,"Water Supply And Storage, Car Parking, Road, Waste Processing And Treatment, Automotive, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2023-09-14,publish_date,DODGE,https://www.construction.com/projects/dr-202300324244-driveway-parking-lots-pavement-renovations,0
11,Stettler Regional Airport Runway Rehabilitation,"The Work is comprised of approximately: 8,075 sq.m. of runway structure removal and replacement 12,075 sq.m. of runway milling and overlay (100mm depth) 1,125 sq.m. of taxiway milling and overlay (50mm depth) 5,460 tonnes of asphalt installation Aerodrome runway line painting",Canada,Alberta,Stettler,CAD,1860922.0,1385140.07226,"Airport, Road, Aerospace & Defense, Government, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2024-07-19,publish_date,DODGE,https://www.construction.com/projects/dr-202400098974-stettler-regional-airport-runway-rehabilitation,0
12,Route 281 Bridge P-00930 Repair,"Repair of the P-00930 bridge located on route 281, over the Armagh River, in the municipality d'Armagh, MRC de Bellechasse, electoral district of Bellechasse.",Canada,Quebec,Levis,CAD,1144048.0,851549.24784,"Bridge, Government, Road, Commercial",Unknown,True,False,Unknown,2023-04-25,publish_date,DODGE,https://www.construction.com/projects/dr-202300107273-route-281-bridge-p-00930-repair,0
13,Phase 3 The Meadows of Aurora Retirement Building,76-160 senior's apartments - 0-100 assisted living units,Canada,Ontario,Aurora,CAD,24999999.0,19940649.202374,"Commercial, Hospital, Residential, Hotel",Unknown,True,False,Unknown,2021-07-19,publish_date,DODGE,https://www.construction.com/projects/dr-201200446732-phase-3-the-meadows-of-aurora-retirement-building,0
14,Thunder Bay Consolidated Courthouse,"The Thunder Bay Consolidated Courthouse improves justice services in Thunder Bay by consolidating in one facility the Superior Court of Justice and Ontario Court of Justice, which previously operated in separate locations in Thunder Bay.An e-book documenting the history, design and construction of The Thunder Bay Courthouse can be found here.",Canada,Unknown,Unknown,CAD,247700000.0,217229927.6,"Government, Commercial",Unknown,False,False,Unknown,2009-05-01,project_start_date,Infrastructre Ontario,https://www.infrastructureontario.ca/en/what-we-do/projectssearch/thunder-bay-consolidated-courthouse/,0
15,CFD Equipment Lifecycle,Lifecycling of CFD equipment.,Canada,Alberta,Calgary,CAD,250.0,186.0825,"Hydro, Government",Unknown,True,False,Unknown,2023-01-01,project_start_date,City of Calgary,https://www.calgary.ca/content/dam/www/cfod/finance/documents/plans-budgets-and-financial-reports/2023-2026-service-plans-budgets/2023-2026-service-plans-budgets.pdf,0
16,Public Square in the Village Core in Mascouche Development,City of Mascouche - # MAS-2021-2336 - Development work for a public square in the village core in Mascouche.,Canada,Quebec,Mascouche,CAD,936238.0,746767.770988,"Commercial, Government",Unknown,False,False,Unknown,2021-05-14,publish_date,DODGE,https://www.construction.com/projects/dr-202100608996-public-square-in-the-village-core-in-mascouche-development,0
17,Valley Line Light Rail Transit (LRT),"The Valley Line LRT provides a clean and urban-integrated transit solution, featuring a new 27 km low-floor LRT with 28 stops and stations, aimed at promoting urban densification and encouraging sustainable transportation.",Canada,Alberta,Edmonton,CAD,4400000000.0,3275052000.0,"Rail, Government",Unknown,True,True,Unknown,2028-12-31,extracted_timestamp,AECOM,https://aecom.com/us/projects/reshaping-edmontons-public-transportation/,0
18,Trunk 4 Rehabilitation Corbett’s Cove to Canal Bridge Project,"The project involves the rehabilitation of 5.8km of Trunk 4 (including geometric improvements, repaving and upgrading the guardrail), a new entrance to Battery Park, and the replacement of culvert.",Canada,Nova Scotia,Unknown,CAD,6065000.0,4578013.625,"Water Supply And Storage, Energy Storage, Bridge, Road, Government",Unknown,True,False,Unknown,2016-08-26,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
19,CPE 21 Spaces Addition,"Addition of 21 spaces at 499, rue des M l zes in Saint-Alexandre-de-Kamouraska.",Canada,Quebec,Quebec City,CAD,749999.0,558246.75567,"Commercial, Education, Manufacturing (Industrial)",Unknown,False,False,Unknown,2023-08-14,publish_date,DODGE,https://www.construction.com/projects/dr-202300310531-cpe-21-spaces-addition,0
20,Sports Infrastructure Renovation,"Renovation of sports infrastructure at 616, av. Saint-Redempteur in Matane.",Canada,Quebec,Matane,CAD,2082576.0,1550123.79408,"Government, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2023-07-04,publish_date,DODGE,https://www.construction.com/projects/dr-202300185176-sports-infrastructure-renovation,0
21,City of Yellowknife 2022-2023 Paving Project,"The City of Yellowknife 2022-2023 paving project targets streets in Yellowknife that are deteriorating. This project will support paving of 10 roads with a total length of 3,351metres. The project will either repair or replace asphalt, concrete and other appurtenances on city streets.",Canada,Northwest Territories,Unknown,CAD,9080000.0,9080000.0,"Cement, Road, Government",Unknown,True,False,Unknown,2022-05-25,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
22,Thunder Bay Consolidated Courthouse,"The Thunder Bay Consolidated Courthouse improves justice services in Thunder Bay by consolidating in one facility the Superior Court of Justice and Ontario Court of Justice, which previously operated in separate locations in Thunder Bay.An e-book documenting the history, design and construction of The Thunder Bay Courthouse can be found here.",Canada,Unknown,Unknown,CAD,247700000.0,217229927.6,"Government, Commercial",Unknown,False,False,Unknown,2009-05-01,project_start_date,Infrastructre Ontario,https://www.infrastructureontario.ca/en/what-we-do/projectssearch/thunder-bay-consolidated-courthouse/,0
24,Spruce Grove Transit Hub/Park and Ride,"The Spruce Grove Transit Hub/Park and Ride Project (the Project) consists of the creation of a Transit Hub. The Project will be located on City-owned property on the west side of the Century Road between the road on the right-of-way and The Links golf course. This location is adjacent to the first and last bus stops to and from Edmonton and provides easy access to and from Highway 16.  The Transit Hub will include: _x0095_	73 park and ride stalls; _x0095_	16 bike parking stalls; _x0095_	a southbound bus bay for the bus to layover without blocking traffic; _x0095_	a southbound bus stop with a heated shelter; _x0095_	a northbound bus stop with a heated shelter; _x0095_	an operator washroom; _x0095_	intersection signal improvements at the Westwind Drive entrance to the Park And Ride; and _x0095_	installation of a pedestrian crossing on the north side of the Vanderbilt Common intersection. The Project will result in improved capacity of public transit infrastructure, improved access to public transit, and improved capacity and/or quality of pathways and/or active transportation infrastructure.",Canada,Alberta,Unknown,CAD,2809500.0,2158108.9965,"Car Parking, Road, Government",Unknown,True,False,Unknown,2022-11-23,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
25,2024 LFG Expansion - LFG Wells,"In general, the work consists of installation of new landfill gas extraction wells for expansion of the landfill gas collection and control system (GCCS). Work will cover well drilling and supply and installation of all materials for well installation.",Canada,New Brunswick,Berry Mills,CAD,413796.0,308000.77668,"Water Supply And Storage, Government, Consumer Products, Commercial, Waste Processing And Treatment",Unknown,True,False,Unknown,2024-06-26,publish_date,DODGE,https://www.construction.com/projects/dr-202400181638-2024-lfg-expansion-lfg-wells,0
26,CCTV of Lakeside Neighbourhood Sanitary Sewers,The neighbourhood of Lakeside is one of the oldest sections of Kenora and as such has most of its sanitary sewers approaching 100 years of age. The last major CCTV program conducted in Kenora was in the 1980’s. The CCTV study will assist in asset management planning by way of collecting more current information on the condition of the approximately 12 km of sanitary mains.,Canada,Ontario,Unknown,CAD,196268.0,151475.324504,"Water Supply And Storage, Government",Unknown,False,False,Unknown,2018-02-26,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
27,Nitainlaii Park Shower Building,Upgrade and retrofit showing building,Canada,Northwest Territories,Fort Mcpherson,CAD,749999.0,598218.702374,"Commercial, Car Parking, Government, Automotive, Manufacturing (Industrial)",Unknown,True,False,Unknown,2021-03-30,publish_date,DODGE,https://www.construction.com/projects/dr-201800858750-nitainlaii-park-shower-building,0
28,2021 Sidewalks and Active Transportation Paths,"The project is located at various locations in Charlottetown, PEI. The work generally includes construction/reconstruction of approximately 1300 metres of sidewalks including concrete curb, concrete sidewalk, asphalt and reinstatement. All work on underground sanitary sewer and water services, pavement markings, signage and connections to existing municipal systems will be performed by the City of Charlottetown. C1 C2 C3 Sidewalk Replacement Site 1 Sandstone Road Sidewalk Replacement Site 2 L...",Canada,Prince Edward Island,Charlottetown,CAD,55000000.0,42248085.0,"Water Supply And Storage, Cement, Government, Road, Waste Processing And Treatment, Car Parking, Automotive, Commercial",Unknown,True,False,Unknown,2022-05-19,publish_date,DODGE,https://www.construction.com/projects/dr-202100592211-2021-sidewalks-and-active-transportation-paths,0
29,Roadwork-Culverts (Installation),"SUPPLY AND INSTALLATION OF SMOOTH WALL STEEL PIPE CULVERTS BY BORING; for a TOTAL LENGTH OF 162 m and SUPPLY AND INSTALLATION OF CULVERT SLEEVES; for a TOTAL LENGTH OF 126 m at various locations on Highway No. 13 and Highway No. 8. Estimated Quantities:-Supply And Installing Culverts By Tunnelling Or Boring, As Per Special Provisions: 162 m-Supply And Install Culvert Sleeve: 126 m",Canada,Saskatchewan,Regina,CAD,1146396.0,914395.255896,"Commercial, Water Supply And Storage, Road, Steel, Tunnel, Waste Processing And Treatment, Metal",Unknown,True,False,Unknown,2021-04-06,publish_date,DODGE,https://www.construction.com/projects/dr-201800889143-roadwork-culverts-installation,0
30,2023 IR 57 Street Close Rehabilitation,"Full depth infrastructure rehabilitation of 57th Street Close between 52A Avenue and 53rd Avenue in the Town of Rocky Mountain House consisting of asphalt removal and replacement, concrete curb and gutter removal and replacement, concrete monolithic sidewalk remove and replacement, deep utility removal and replacement including sanitary sewer, storm sewer, and watermain, sanitary and storm manhole remove and replace, initial and final flushing and CCTV inspection of all gravity sewer, abandon...",Canada,Alberta,Rocky Mountain House,CAD,1430788.0,1064978.43204,"Commercial, Water Supply And Storage, Cement, Power Transmission, Road, Waste Processing And Treatment, Car Parking, Government, Automotive, Power Generation (Ccgt)",Unknown,True,False,Unknown,2023-03-25,publish_date,DODGE,https://www.construction.com/projects/dr-202300066693-2023-ir-57-street-close-rehabilitation,0
31,Modo 51 - Condo Development,A proposed 12-storey condo development with a total of 300 units.,Canada,Ontario,Bowmanville,CAD,9999999.0,7443299.25567,"Residential, Commercial, Manufacturing (Industrial)",Unknown,False,False,Unknown,2023-08-30,publish_date,DODGE,https://www.construction.com/projects/dr-202100643191-modo-51-condo-development,0
32,Drinking Water - Implementation of Manganese Treatment System,"The scope of the Project includes the construction of a manganese removal treatment system by greensand filtration in a new service building, to be built on the site near the existing building in the Municipality of Saint-Gilles, Quebec. This Project aims to upgrade drinking water treatment infrastructure.",Canada,Quebec,Unknown,CAD,1758858.0,1402910.871108,"Water Supply And Storage, Commercial, Government",Unknown,True,False,Unknown,2021-09-27,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
33,Oasis at Mainway,2 storey office building - parking structure - concrete - tile - drywall - curtain wall glazing - metal spandrel panels - landscaping -HVAC - concrete - paving - electrical - foundation - heating - plumbing- heat generation and air distribution - Masonry - Mechanical - Windows- Doors - Insulation,Canada,Ontario,Burlington,CAD,10000000.0,7681470.0,"Commercial, Metal, Cement, Power Generation (Ccgt), Residential, Car Parking, Automotive, Manufacturing (Industrial)",Unknown,True,False,Unknown,2022-07-26,publish_date,DODGE,https://www.construction.com/projects/dr-201700712141-oasis-at-mainway,0
34,Rehabilitation of Nibinamik Lagoon Sewage Treatment Lagoon and Collection Systems,"The project will repair and replace components of a sewage lagoon and purchase a septic truck in the Nibinamik First Nation in Ontario. The work will include re-excavating and repairing 30 manholes, replacing two pressure relief valves, repairing damaged sections of the lagoon and buying a septic truck.  The project will improve community health and safety by: limiting sewage seepage into the nearby Moe and Palenek Lakes, which provide local drinking water; reducing wastewater system blockages, shut-downs and damage; allowing for sewage to be hauled year round; and decreasing the potential for overflows and enabling these events to be addressed quickly.",Canada,Ontario,Unknown,CAD,2983950.0,2380076.10269999,"Water Supply And Storage, Waste Processing And Treatment, Government",Unknown,True,False,Unknown,2021-09-21,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
35,Quartier Levika - Residential - Building 19,No Description,Canada,Quebec,Levis,CAD,2000000.0,1595252.0,"Commercial, Residential",Unknown,False,False,Unknown,2021-11-02,publish_date,DODGE,https://www.construction.com/projects/dr-202000457394-quartier-levika-residential-building-19,0
36,Supply & Deposit Traffic Gravel,"Supply, load and deposit aggregate on Provincial Roads in the Municipality of Rossburn.",Canada,Manitoba,Winnipeg,CAD,121000.0,90063.93,"Government, Road, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2024-06-14,publish_date,DODGE,https://www.construction.com/projects/dr-202400174774-supply-deposit-traffic-gravel,0
37,Eastern Ontario Regional Network's Cell Gap PPP project,"The project includes the development of wireless connectivity to improve cell coverage across Eastern Ontario. The scope of works involves the construction of more than 300 new cellular towers and upgrade another 300-plus existing tower, which will bring mobile connectivity to virtually everyone in Eastern Ontario and eliminate the dead zones.
This network will deliver consistent and reliable voice call coverage on 11,000 kilometers of major roadways, including Highway 401.",Canada,Unknown,Unknown,CAD,300000000.0,239287799.999999,"Broadband, Telecommunications, Road, Government, Manufacturing (Industrial)",Unknown,True,False,Unknown,2021-03-19,extracted_timestamp,InfraPPP,Missing URL,0
38,Consumption Site Modular Building,"RFP CDD21-177, Request for Proposal for a Temporary Supervised Consumption Site Modular Building",Canada,Ontario,Greater Sudbury,CAD,2999999.0,2304440.231853,"Commercial, Residential, Government, Manufacturing (Industrial)",Unknown,False,False,Unknown,2022-01-17,publish_date,DODGE,https://www.construction.com/projects/dr-202100734632-consumption-site-modular-building,0
39,Galvanized Main Replacement,"The project works will include: - Replace approximately 1,055m of galvanized water main; - Install approximately 42 water service connections; - Install approximately 15 valves, hydrants, blow-off assemblies; - Install approximately 8 water main tie-ins; - Install approximately 15 tees, bends, fittings, caps, appurtenances; and, - Excavation, construction and surface restoration.",Canada,British Columbia,Unknown,CAD,615817.0,615817.0,"Water Supply And Storage, Government",Unknown,True,False,Unknown,2017-09-29,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
40,79 Avenue Garden Suite,To construct a two-storey Garden Suite (10.62m x 8.08m).,Canada,Alberta,Edmonton,CAD,2999999.0,2232989.25567,"Residential, Commercial, Manufacturing (Industrial)",Unknown,False,False,Unknown,2024-01-23,publish_date,DODGE,https://www.construction.com/projects/dr-202200553587-79-avenue-garden-suite,0
41,Parks Division Landscape Maintenance Work IQC,"This Request for Tender seeks to establish the successful Bidder to provide Landscape Maintenance Work for various municipal Parks and Facilities for the Town s Parks Division. The Landscape Maintenance Services specific to this Tender will be specific to grass cutting / line trimming, spring and fall clean-up, and garden maintenance. Work provided shall meet at minimum the requirements specified in Town s Standard Operating Procedures as identified in this document. Contract Term is 2 (two y...",Canada,Ontario,Gravenhurst,CAD,146000.0,112149.462,"Commercial, Car Parking, Government, Automotive, Manufacturing (Industrial)",Unknown,True,False,Unknown,2022-05-21,publish_date,DODGE,https://www.construction.com/projects/dr-202100772285-parks-division-landscape-maintenance-work-iqc,0
42,Replacement of sector F heat pumps,"The project aims to replace the heat pumps in sector F of the Pavillon Alexandre-Taché of l’Université du Québec en Outaouais in Gatineau. The scope of the project includes the replacement of 97 water-to-air heat pumps that have reached their useful lives and to carry out existing demolitions. The project will support pandemic response and economic recovery, notably by maintaining and upgrading the quality of school infrastructure.",Canada,Quebec,Unknown,CAD,565267.0,450871.656142,"Water Supply And Storage, Government",Unknown,True,False,Unknown,2021-06-14,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
43,Victoria Conservatory of Music - Creating Healthy Spaces & Increasing Online Capabilities,"The project will support pandemic response by renovating the Victoria Conservatory of Music building. The project will reduce the risk of exposure by completing sanitation and social distancing measures through the installation of no touch fixtures, touchless entry on doors, controlling traffic flow, improving airflow in the classrooms and enabling remote viewing of performances. The Conservatory of Music is located in downtown Victoria, the project will allow for safer programming by completing traffic flow, sanitary and social distancing improvements to reduce the potential of exposure to COVID-19. Improving remote viewing of performances also allows family, friends and the general public to watch without leaving their home or another community, reducing public gatherings increasing the chance of spreading COVID. The project works include: - installation of touchless auto-slide doors; - construction of a weatherproof entrance canopy; - touchless keycard door access system; - installation of touchless faucets; - installation of electrical, mechanical and plumbing; - installation of air purifiers and wheeled plexiglass screens; - purchase of livestream and recording equipment; and, - all related works.",Canada,British Columbia,Unknown,CAD,364452.0,364452.0,"Commercial, Residential, Government",Unknown,False,False,Unknown,2021-09-01,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
44,Library Washroom Renovation,Tender - Library Washroom Renovation,Canada,Nova Scotia,Unknown,CAD,26525.0,21157.0296499999,"Education, Government, Commercial, Manufacturing (Industrial)",Unknown,False,False,Unknown,2021-10-30,publish_date,DODGE,https://www.construction.com/projects/dr-202100759452-library-washroom-renovation,0
45,The Golden Mile Phase 1 - Mixed-use Towers,"44- and 38-storey condominium towers, a 44-storey purpose-built market rental apartment, street-level retail, institutional uses and office space.",Canada,Ontario,Toronto,CAD,70000000.0,55833819.9999999,"Commercial, Residential, Education, Road",Unknown,True,False,Unknown,2021-05-03,publish_date,DODGE,https://www.construction.com/projects/dr-201700512373-the-golden-mile-phase-1-mixed-use-towers,0
46,2 Storm Water Management Ponds Sediment Removal,Sediment Removal at Two Stormwater Management Ponds (ID#50 & #71),Canada,Ontario,Markham,CAD,533385.0,397014.45705,"Water Supply And Storage, Waste Processing And Treatment, Government, Commercial",Unknown,True,False,Unknown,2024-05-28,publish_date,DODGE,https://www.construction.com/projects/dr-202400134566-2-storm-water-management-ponds-sediment-removal,0
47,Storm Drains Rehabilitation,The removal of TBA culverts and corrugated sheet box culverts; Construction of drainage ditches; Adding backfill around manholes; Addition of stone coating at the exit of 4 culverts (TBA 300-600mm); Clogging of a storm drain (TBA 2100); Sealing of the joints between the outfall and manholes Sealing of the joints of the outfall sections Sealing of the joints of the manholes Relocation of culverts (TBA 300-600mm); Reconstruction of a wooden railing; Renovation of the premises.,Canada,Quebec,Blainville,CAD,279613.0,208124.34429,"Water Supply And Storage, Rail, Waste Processing And Treatment, Government, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2023-06-07,publish_date,DODGE,https://www.construction.com/projects/dr-202300133350-storm-drains-rehabilitation,0
48,Subdivision Townhomes (108 Units),2 story street townhomes - 108 units,Canada,Ontario,Acton,CAD,24999999.0,19203674.231853,"Residential, Road, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2022-05-06,publish_date,DODGE,https://www.construction.com/projects/dr-201300502298-subdivision-townhomes-108-units,0
49,ITT Inlet Ave Road Improvements,"2023-14 Inlet Avenue Improvements - Contract 5331-133; 2021-07 involves the rehabilitation of Inlet Avenue, from Cowrie to Dolphin Streets, within the District of Sechelt. The Work includes formalizing the Inlet Avenue Road right of way to accommodate parking on both sides and providing a beneficial pedestrian experience, which includes, but is not necessarily limited to: approximately 180m of District of Sechelt downtown main road mill & pave c/w 8.5m wide asphalt pavement, barrier curb and ...",Canada,British Columbia,Sechelt,CAD,999999.0,744329.25567,"Water Supply And Storage, Car Parking, Road, Waste Processing And Treatment, Government, Automotive, Commercial, Manufacturing (Industrial)",Unknown,True,False,Unknown,2023-06-14,publish_date,DODGE,https://www.construction.com/projects/dr-202300129994-itt-inlet-ave-road-improvements,0
50,Lucan Community Memorial Centre Expansion and Revitalization,"The project will expand and rehabilitate the Lucan Community Memorial Centre in Lucan Biddulph, Ontario.  The work will involve expanding the centre to include additional multi-purpose rooms, universal change rooms and family washrooms, renovating the locker room facilities, and improving accessibility by creating a barrier-free entrance, lobby and washrooms, and adding elevator access to a new heated viewing area. The project will enable the Lucan Community Memorial Centre to expand its recreational and social programs to the community and its surrounding areas, particularly vulnerable populations.",Canada,Ontario,Unknown,CAD,7534945.2,5787945.5505444,Government,Unknown,False,False,Unknown,2022-02-01,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
51,Affordable Housing Redevelopment,No Description,Canada,Alberta,Calgary,CAD,106200.0,80033.913,"Hydro, Government",Unknown,True,False,Unknown,2019-01-01,project_start_date,City of Calgary,https://www.calgary.ca/content/dam/www/cfod/finance/documents/plans-budgets-and-financial-reports/plans-and-budget-2019-2022/service-plans-and-budgets-2019-2022-supplemental.pdf,0
52,Social Housing - Habitations Josette Lachance,construction of 68 apartment building for social housing - community rooms - office space - Concrete foundation - membrane roofing - electrical - mechanical - HVAC - plumbing,Canada,Quebec,Chateauguay,CAD,9007554.0,6704592.66882,"Cement, Manufacturing (Industrial), Residential, Power Generation (Ccgt), Commercial",Unknown,False,False,Unknown,2024-11-13,publish_date,DODGE,https://www.construction.com/projects/dr-201800650752-social-housing-habitations-josette-lachance,0
53,Disaster Mitigation of the Wastewater Treatment Plant (WWTP),"Based on the current version of Wastewater Treatment Master Plan, there are four areas of critical concern that need to be addressed in the short term; new influent forcemain, new headworks in conjunction with the forcemain replacement, standby power and new UV disinfection system. The details and alternative options, being considered for the WWTP by the public, Council and staff, are included in the North Perth Wastewater Treatment Master Plan - Draft prepared by GM BluePlan Engineering Limited and is attached for review. As well, an implementation plan for the four areas of the project has been outlined by GM BluePlan Engineering and is attached.",Canada,Ontario,Unknown,CAD,6512312.0,5016805.135384,"Water Supply And Storage, Power Generation (Ccgt), Government",Unknown,True,False,Unknown,2017-11-15,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
54,Oxford-Ayreswood Mixed-use Tower,A 24-storey mixed-use building containing 259 residential units and 500 sq.m of commercial gross floor area;,Canada,Ontario,London,CAD,49999999.0,37216499.25567,"Commercial, Residential, Road, Manufacturing (Industrial)",Unknown,True,False,Unknown,2024-03-12,publish_date,DODGE,https://www.construction.com/projects/dr-202100644538-oxford-ayreswood-mixed-use-tower,0
55,East Boundary Lift Station Upgrade,"The project work will include: - Pump station and wet well; - Standby generator; -Flow meter chamber; -Decommission lift station; -Electrical controls and panels; -HVAC; -Approximately 450mm sanitary main; and, -Approximately 350mm sanitary force main.",Canada,British Columbia,Unknown,CAD,781250.0,601841.40625,"Water Supply And Storage, Government",Unknown,True,False,Unknown,2017-10-16,estimated_start_date,Infrastructure Canada,https://housing-infrastructure.canada.ca/gmap-gcarte/index-eng.html,0
